BUSINESS_UNIT;TREE_NODE;AJ_TIPO_LOCA_ID;AJ_DESCR150;TREE_NODE_NUM;PARENT_NODE_NUM
AJM01;ESPTF15-TQ01        ;PADRE;TROQUELADORA ;670243695;652095861
AJM01;ESPTF15-TQ01BT01;HIJO N1;CONVEYOR-TROQUELADORA  TROQ  ;670536402;670243695
AJM01;ESPTF15-TQ01BT01ME01;HIJO N2;MOTOR 1 CONVEYOR  TROQ  ;670682755;670536402
AJM01;ESPTF15-TQ01BT01ME02;HIJO N2;MOTOR 2 CONVEYOR  TROQ  ;670755932;670536402
AJM01;ESPTF15-TQ01ME01    ;HIJO N1;MOTOR CANOPY TROQ  ;672585351;670243695
AJM01;ESPTF15-TQ01ME02    ;HIJO N1;MOTOR TROQUEL TROQ  ;673170765;670243695
AJM01;ESPTF15-TQ01ME03    ;HIJO N1;MOTOR SERVOPICK TROQ  ;673756179;670243695
AJM01;ESPTF15-TQ01ME04    ;HIJO N1;MOTOR CONVEYOR TROQ  ;674341593;670243695
AJM01;ESPTF15-TQ01RD01;HIJO N1;REDUCTOR CANOPY TROQ  ;674927007;670243695
AJM01;ESPTF15-TQ01RD02;HIJO N1;REDUCTOR A TROQUEL TROQ  ;675219714;670243695
AJM01;ESPTF15-TQ01RD03    ;HIJO N1;REDUCTOR B TROQUEL TROQ  ;675512421;670243695
AJM01;ESPTF15-TQ01TE01;HIJO N1;TABLERO CONTROL TROQUEL  TROQ  ;676097835;670243695
AJM01;ESPTF15-TQ01TE02;HIJO N1;PANEL DE PULSADORES  TROQ  ;676390542;670243695
AJM01;ESPTF16             ;LINEA;LINEA DE TERMOFORMADO 16;689562381;226583241
AJM01;ESPTF16-DE01        ;PADRE;CUERPO DESEMBOBINADOR DESBOBINADOR;690454441;689562381
AJM01;ESPTF16-DE01ME01;HIJO N1;MOTOR ELECTRICO DESEMBOBINADOR DESBOBINADOR;691346501;690454441
AJM01;ESPTF16-DE01ME02;HIJO N1;MOTOR ELECTRICO DESEMBOBINADOR DESBOBINADOR;691792531;690454441
AJM01;ESPTF16-DE01RD01;HIJO N1;REDUCTOR DESEMBOBINADOR DESBOBINADOR;692238561;690454441
AJM01;ESPTF16-DE01RD02;HIJO N1;REDUCTOR DESEMBOBINADOR DESBOBINADOR;692684591;690454441
AJM01;ESPTF16-DE01TE01;HIJO N1;CAJA PULSADORES PORTA ROLLO DESEMBOBINADOR DESBOBINADOR;692907606;690454441
AJM01;ESPTF16-DE01TE02;HIJO N1;BREAKER PORTA ROLLO DESEMBOBINADOR DESBOBINADOR;693019113;690454441
AJM01;ESPTF16-DE01TE03;HIJO N1;CAJA DE PASO DESEMBOBINADOR DESBOBINADOR;693074867;690454441
AJM01;ESPTF16-DE01TE04;HIJO N1;CAJA DE CONEXIONES DESEMBOBINADOR DESBOBINADOR;693102744;690454441
AJM01;ESPTF16-DE01TE05;HIJO N1;CAJA DE PASO ARRANQUE Y PARADA DESEMBOBINADOR HORN  ;693116682;690454441
AJM01;ESPTF16-FM01;PADRE;FORMADORA FORMADORA FORM  ;693130621;689562381
AJM01;ESPTF16-FM01BV01;HIJO N1;BOMBA DE VACIO BOMBA DE VACIO FORM  ;694022681;693130621
AJM01;ESPTF16-FM01BV01ME01;HIJO N2;MOTOR BOMBA DE VACIO FORM  ;694914741;694022681
AJM01;ESPTF16-FM01ME01    ;HIJO N1;MOTOR 1 PLACA SUP E INF FORM  ;697590921;693130621
AJM01;ESPTF16-FM01ME02    ;HIJO N1;MOTOR 2 PLACA SUP E INF FORM  ;698482981;693130621
AJM01;ESPTF16-FM01RD01    ;HIJO N1;REDUCTOR SUP PLACA SUP E INF FORM  ;699375041;693130621
AJM01;ESPTF16-FM01RD02    ;HIJO N1;REDUCTOR INF PLACA SUP E INF FORM  ;700267101;693130621
AJM01;ESPTF16-FM01SR01;HIJO N1;CIRCUITO DE AUGA MOKON;701159161;693130621
AJM01;ESPTF16-FM01SR01BC01;HIJO N2;BOMBA MOKON REF MOKON FORM  ;701605191;701159161
AJM01;ESPTF16-FM01SR01BC02;HIJO N2;BOMBA MOKON REF MOKON FORM  ;702274236;701159161
AJM01;ESPTF16-FM01SR01BC03;HIJO N2;BOMBA MOKON BOMBA MOKON FORM  ;703054788;701159161
AJM01;ESPTF16-FM01SR01ME01;HIJO N2;MOTOR REF MOKON FORM  ;703835341;701159161
AJM01;ESPTF16-FM01SR01ME02;HIJO N2;MOTOR REF MOKON FORM  ;704727401;701159161
AJM01;ESPTF16-FM01SR01ME03;HIJO N2;MOTOR REF MOKON FORM  ;704838908;701159161
AJM01;ESPTF16-FM01SR01TE01;HIJO N2;CAJA DE CONEXIONES REF MOKON FORM  ;704894662;701159161
AJM01;ESPTF16-FM01SR01TE02;HIJO N2;CAJA DE CONEXIONES REF MOKON FORM  ;704922539;701159161
AJM01;ESPTF16-FM01SR01TE03;HIJO N2;CAJA DE CONEXIONES REF MOKON FORM  ;704936477;701159161
AJM01;ESPTF16-FM01SR02;HIJO N1;FRIGEL FRIGEL FORM  ;704943446;693130621
AJM01;ESPTF16-FM01SR02BC01;HIJO N2;BOMBA 1 FRIGEL FORM  ;704946931;704943446
AJM01;ESPTF16-FM01SR02BC02;HIJO N2;BOMBA 2 FRIGEL FORM  ;704948673;704943446
AJM01;ESPTF16-FM01SR02ME01;HIJO N2;MOTOR 1 FRIGEL FORM  ;704949544;704943446
AJM01;ESPTF16-FM01SR02ME02;HIJO N2;MOTOR 2 FRIGEL FORM  ;704949980;704943446
AJM01;ESPTF16-FM01SR02TE01;HIJO N2;PANEL DE CONTROL FRIGEL FORM  ;704950198;704943446
AJM01;ESPTF16-HF01        ;PADRE;ESTRUCTURA HORNO HORN;705619461;689562381
AJM01;ESPTF16-HF01ME01;HIJO N1;MOTOR CADENA TRANS LAMINA HORN  ;706511521;705619461
AJM01;ESPTF16-HF01TE01;HIJO N1;CAJA DE CONEXIONES IZQ TRANS LAMINA HORN  ;706957551;705619461
AJM01;ESPTF16-HF01TE02;HIJO N1;CAJA DE CONEXIONES DER TRANS LAMINA HORN  ;707180566;705619461
AJM01;ESPTF16-ML01;PADRE;CUERPO MOLINO;707403581;689562381
AJM01;ESPTF16-ML01ME01    ;HIJO N1;MOTOR MOLINO MOLI  ;708295641;707403581
AJM01;ESPTF16-ML01ME02    ;HIJO N1;MOTOR DEL BLOWER MOLINO MOLI  ;709187701;707403581
AJM01;ESPTF16-ML01RD01;HIJO N1;REDUCTOR MOLINO;710079761;707403581
AJM01;ESPTF16-SP01;PADRE;SELLADORA VERTICAL SELLADORA VERTICAL SELL PRE ;705173431;689562381
AJM01;ESPTF16-SP01TE01;HIJO N1;TABLERO ELÉCTRICO SELLADORA VERTICAL SELL PRE ;705507953;705173431
AJM01;ESPTF16-SP02;PADRE;MAC DUE MAC DUE SELL PRE ;705563707;689562381
AJM01;ESPTF16-SP02ME01;HIJO N1;MOTOR BRAZO EMPUJADOR MAC DUE SELL PRE ;705591584;705563707
AJM01;ESPTF16-SP02ME02;HIJO N1;MOTOR BANDA DESCARGUE MAC DUE SELL PRE ;705605522;705563707
AJM01;ESPTF16-SP02ME03;HIJO N1;MOTOR DESEMBOBINADOR MAC DUE SELL PRE ;705612491;705563707
AJM01;ESPTF16-SP02RD01;HIJO N1;REDUCTOR B. EMPUJADOR MAC DUE SELL PRE ;705615976;705563707
AJM01;ESPTF16-SP02RD02;HIJO N1;REDUCTOR B. DESCAGUE MAC DUE SELL PRE ;705617718;705563707
AJM01;ESPTF16-SP02RD03;HIJO N1;REDUCTOR DESBOBINADOR MAC DUE SELL PRE ;705618589;705563707
AJM01;ESPTF16-SP02TE01;HIJO N1;TABLERO PRINCIPAL MAC DUE SELL PRE ;705619025;705563707
AJM01;ESPTF16-SP02TE02;HIJO N1;PULSADORES MAC DUE SELL PRE ;705619243;705563707
AJM01;ESPTF16-TB01;PADRE;TABLET ;710525791;689562381
AJM01;ESPTF16-TE01;PADRE;TABLERO DRIVE TABLERO DE CONTROL ELEC  ;710971821;689562381
AJM01;ESPTF16-TE01AA01;HIJO N1;AIRE ACONDICIONADO TABLERO DE CONTROL ELEC  ;711863881;710971821
AJM01;ESPTF16-TE02;PADRE;COMPUTADOR MICROPHASER  CTRL ELE FOR;712309911;689562381
AJM01;ESPTF16-TE02AA01;HIJO N1;AIRE ACON. MICROPHASER  CTRL ELE FOR;712978956;712309911
AJM01;ESPTF16-TQ01        ;PADRE;CUERPO TROQUELADORA TROQ  ;713648001;689562381
AJM01;ESPTF16-TQ01ME01    ;HIJO N1;MOTOR CANOPY TROQ  ;714540061;713648001
AJM01;ESPTF16-TQ01ME02    ;HIJO N1;SERVOMOTOR TROQUEL TROQ  ;715432121;713648001
AJM01;ESPTF16-TQ01ME03;HIJO N1;MOTOR  SERVOPICK TROQ  ;716324181;713648001
AJM01;ESPTF16-TQ01RD03    ;HIJO N1;REDUCTOR LEFT TROQUEL TROQ  ;718108301;713648001
AJM01;ESPTF16-TQ01RD04;HIJO N1;REDUCTOR RIGH TROQUEL TROQ  ;719000361;713648001
AJM01;ESPTF16-TQ01TE01;HIJO N1;CAJA DE PULSADORES TROQUEL TROQ  ;719446391;713648001
AJM01;ESPTF16-TQ01TE02;HIJO N1;TABLERO DE FUERZA TABLERO DE FUERZA TROQ  ;719669406;713648001
AJM01;ESPTF16-TQ01TP01    ;HIJO N1;PANEL DE PULSADORES TABLERO DE FUERZA TROQ  ;719892421;713648001
